genre_id,genre,artists
Q1046768,música popular brasileira,Caetano Veloso | Chico Buarque | Djavan | Elis Regina | Gal Costa | Gilberto Gil | Maria Bethânia | Milton Nascimento
Q1413061,tropicália,Caetano Veloso | Gal Costa | Gilberto Gil | Nara Leão | Os Mutantes | Rogério Duprat | Tom Zé
Q2932658,cadence-lypso,Exile One | Grammacks
Q1051735,soca music,Alison Hinds | Arrow | Bunji Garlin | David Rudder | Destra Garcia | Kes | Machel Montano | Ras Shorty I
Q121437377,bashment soca,
Q5118383,chutney soca,Drupatee Ramgoonai | Rikki Jai | Sonny Mann
Q108297227,dennery segment,
Q109930142,power soca,Bunji Garlin | Iwer George | Machel Montano | Super Blue
Q650505,rapso,3canal | Brother Resistance | Lancelot Layne
Q283405,punta,Andy Palacio | Aurelio Martínez | Pen Cayetano
Q1435485,axé,Asa de Águia | Banda Eva | Chiclete com Banana | Claudia Leitte | Daniela Mercury | Ivete Sangalo | Luiz Caldas | Timbalada
Q455686,samba reggae,Ilê Aiyê | Olodum | Timbalada
Q1061165,champeta,Charles King | Louis Towers | Mr. Black | Viviano Torres
Q227045,zouk,Edith Lefel | Francky Vincent | Jean-Michel Rotin | Kassav' | Zouk Machine
Q5618068,gumbé,
Q16525381,Afro-zouk,
Q16534955,cabo zouk,Gil Semedo | Suzanna Lubrano
Q8074636,zouk-love,Edith Lefel | Jean-Michel Rotin | Kaysha
Q4950496,bouyon,Triple Kay International | Windward Caribbean Kulture
Q117745223,Brazilian funk,Anitta | DJ Marlboro | Kevin o Chris | Ludmilla | MC Kevinho | MC Livinho | MC Marcinho | Tati Quebra Barraco
Q1931130,funk carioca,Anitta | Bonde do Tigrão | Claudinho & Buchecha | Deize Tigrona | DJ Marlboro | Ludmilla | MC Marcinho | Tati Quebra Barraco
Q10354439,funk proibidão,
Q15893013,funk ostentação,MC Daleste | MC Gui | MC Guimê | MC Lon | MC Rodolfinho
Q10286515,funk melody,Claudinho & Buchecha | MC Leozinho | MC Marcinho | Perlla
Q20716146,rasteirinha,
Q97181439,arrocha funk,
Q107010629,funk mandelão,
Q113622724,beat bruxaria,
Q130391349,funk automotivo,
Q128792618,ritmada,
Q124661614,beat bolha,
Q124728302,beat fino,
Q138314537,funk consciente,
Q119580609,funk de BH,
Q122474184,mega funk,
Q127835664,trapfunk,
Q202930,reggaeton,Bad Bunny | Daddy Yankee | Don Omar | El General | Ivy Queen | J Balvin | Tego Calderón | Wisin & Yandel
Q6111428,romantic style,
Q96395212,neoperreo,Bad Gyal | Ms Nina | Tomasa del Real
Q4838724,bachatón,
Q108297222,cubaton,Chacal y Yakarta | Gente de Zona | Jacob Forever | Osmani García
Q124713283,reparto,Chocolate MC
Q118678057,cumbiaton,
Q137171613,doble paso,
Q111357005,RKT,Callejero Fino | L-Gante
Q1759189,mangue bit,Chico Science & Nação Zumbi | Mestre Ambrósio | Mundo Livre S/A | Otto
Q16491869,Dominican dembow,Chimbala | El Alfa | Rochy RD | Shelow Shaq | Tokischa
Q383530,afoxê,Filhos de Gandhy
Q65447927,aleke,
Q5713112,avanzada,
Q5716336,baguala,Leda Valladares
Q2879962,baião,Carmélia Alves | Dominguinhos | Humberto Teixeira | Luiz Gonzaga | Sivuca
Q111241124,bandinha,
Q814402,biguine,Al Lirvat | Alexandre Stellio | Malavoi
Q15830404,bolero,Beny Moré | Olga Guillot | Pepe Sánchez | Sindo Garay | Trío Matamoros
Q6397421,Bolero son,Trío Matamoros
Q5393053,filin,Ángel Díaz | César Portillo de la Luz | Elena Burke | Frank Domínguez | José Antonio Méndez | Marta Valdés | Omara Portuondo
Q489913,bolero,Agustín Lara | Armando Manzanero | Javier Solís | Julio Jaramillo | Los Panchos | Lucho Gatica | Luis Miguel | Olga Guillot
Q2278063,bomba,Cortijo y su Combo | Rafael Cepeda
Q2464314,brega,Amado Batista | Fernando Mendes | Odair José | Reginaldo Rossi | Waldick Soriano | Wando
Q8251828,brega pop,Banda Calypso
Q1634085,tecno brega,Gaby Amarantos | Gang do Eletro | Viviane Batidão
Q97278139,brega funk,Dadá Boladão | MC Loma e as Gêmeas Lacração | Shevchenko e Elloco
Q97178866,batidão romântico,
Q117193818,tecnofunk,
Q2863648,arrocha,Pablo | Silvanno Salles
Q3191747,cadence rampa,Webert Sicot
Q123253590,caporal,
Q1036183,carimbó,Dona Onete | Mestre Lucindo | Mestre Verequete | Pinduca
Q16986699,cha-cha-chá,Enrique Jorrín | José Fajardo | Orquesta América | Orquesta Aragón
Q1062199,changüí,Elio Revé
Q961146,chilena,
Q502448,coco,Jackson do Pandeiro | Selma do Coco
Q504476,Ciranda,Lia de Itamaracá
Q1335045,embolada,Caju e Castanha | Jackson do Pandeiro
Q1125657,conga,
Q140129045,coplas cajamarquinas,
Q107195014,Cuban charanga,Arcaño y sus Maravillas | José Fajardo | Orquesta América | Orquesta Aragón
Q388475,Cuban rumba,Clave y Guaguancó | Los Muñequitos de Matanzas | Los Papines | Yoruba Andabo
Q3322619,Guaguancó,Los Muñequitos de Matanzas | Los Papines | Yoruba Andabo
Q723418,cumbia,Andrés Landero | Aniceto Molina | Celso Piña | Los Ángeles Azules | Los Corraleros de Majagual | Los Wawanco | Totó la Momposina
Q7171184,Peruvian cumbia,Agua Marina | Armonía 10 | Chacalón | Grupo 5 | Juaneco y Su Combo | Los Destellos | Los Mirlos | Los Shapis
Q1143741,chicha,Chacalón | Juaneco y Su Combo | Los Destellos | Los Mirlos | Los Shapis
Q5643186,cumbia amazónica,Juaneco y Su Combo | Los Mirlos | Los Wembler's de Iquitos
Q131334621,cumbia norteña peruana,Agua Marina | Armonía 10 | Corazón Serrano | Grupo 5 | Hermanos Yaipén
Q140528496,cumbia sureña peruana,
Q1143744,digital cumbia,Bomba Estéreo | Chancha Vía Circuito | Dengue Dengue Dengue | El Remolón | Frikstailers
Q4789437,Argentine cumbia,Antonio Ríos | Damas Gratis | Gilda | Leo Mattioli | Los Palmeras | Ráfaga
Q1143752,cumbia villera,Damas Gratis | Flor de Piedra | Mala Fama | Pibes Chorros | Supermerk2 | Yerba Brava
Q107455228,cumbia turra,
Q4996773,bullerengue,Etelvina Maldonado | Petrona Martínez
Q5794676,Chilean cumbia,Américo | La Sonora de Tommy Rey | La Sonora Palacios | Los Viking's 5
Q115625176,Colombian cumbia,Andrés Landero | Aniceto Molina | Los Corraleros de Majagual | Los Gaiteros de San Jacinto | Lucho Bermúdez | Pacho Galán | Rodolfo Aicardi | Totó la Momposina
Q5794686,cumbia salvadoreña,
Q5794688,cumbia santafesina,Leo Mattioli | Los Palmeras
Q6826021,Mexican cumbia,Celso Piña | La Sonora Dinamita | Los Ángeles Azules | Rigo Tovar
Q5794682,cumbia norteña mexicana,Celso Piña | Rigo Tovar
Q108297224,cumbia sonidera,
Q85867089,cumbia rebajada,
Q9051042,new Chilean cumbia,Banda Conmoción | Chico Trujillo | Juana Fe | La Mano Ajena
Q125850367,cuplé,La Fornarina | Raquel Meller
Q5794983,currulao,Grupo Bahía | Herencia de Timbiquí
Q1165358,danzón,Acerina y su Danzonera | Antonio María Romeu | Barbarito Diez | Miguel Failde
Q28219760,descarga,Alegre All-Stars | Cachao | Fania All-Stars | Julio Gutiérrez
Q1455932,frevo,Capiba | Claudionor Germano | Nelson Ferreira | Spok Frevo Orquestra
Q10285948,frevo de bloco,
Q130600756,frevo de rua,
Q134589282,frevo elétrico,Dodô & Osmar
Q10285947,frevo-canção,Capiba | Claudionor Germano | Nelson Ferreira
Q5583956,goombay,
Q787663,guajira,Guillermo Portabales | Joseíto Fernández
Q1552806,guaracha,Beny Moré | Celia Cruz | La Sonora Matancera | Ñico Saquito
Q124630346,guaracha santiagueña,
Q3278092,guarania,José Asunción Flores | Luis Alberto del Paraná
Q2915789,gwo ka,Gérard Lockel | Guy Konket | Vélo
Q5654316,harawi,
Q3141879,huaylarsh,
Q120233553,jazz guachaca,
Q106634508,junkanoo,
Q610022,kaseko,Lieve Hugo | Max Nijman
Q60722009,Kasékò,
Q2726026,konpa,Carimi | Coupé Cloué | Nemours Jean-Baptiste | Skah Shah | Sweet Micky | T-Vice | Tabou Combo | Webert Sicot
Q533946,lambada,Beto Barbosa | Kaoma
Q10292943,guitarrada,Mestre Vieira
Q117193811,mambo chileno,
Q430075,maxixe,Chiquinha Gonzaga | Ernesto Nazareth
Q113133172,merequetengue,
Q1640587,morenada,
Q1452181,murga,
Q6032965,murga uruguaya,Agarrate Catalina | Contrafarsa | Falta y Resto
Q108951349,music of the Llanos,Cholo Valderrama | Grupo Cimarrón | Juan Vicente Torrealba | Reynaldo Armas | Simón Díaz
Q6950428,música criolla,Arturo Cavero | Chabuca Granda | Eva Ayllón | Felipe Pinglo Alva | Los Morochucos | Lucha Reyes | Óscar Avilés | Susana Baca
Q5445668,festejo,Eva Ayllón | Nicomedes Santa Cruz | Perú Negro | Susana Baca | Victoria Santa Cruz
Q3217069,landó,Nicomedes Santa Cruz | Perú Negro | Susana Baca
Q222445,marinera,
Q2509521,Peruvian waltz,Arturo Cavero | Cecilia Barraza | Chabuca Granda | Felipe Pinglo Alva | Jesús Vásquez | Los Morochucos | Lucha Reyes | Óscar Avilés
Q3531526,tondero,
Q124080517,música típica chilena,Los Cuatro Huasos | Los Huasos Quincheros
Q6050834,onda nueva,Aldemaro Romero
Q16615430,Palo de Mayo,Dimensión Costeña
Q140369829,pandilla,
Q7134728,Paraguayan polka,
Q2715398,plena,César Concepción | Cortijo y su Combo | Mon Rivera | Plena Libre
Q3410882,punto guajiro,Celina González | Ramón Veloz
Q3419744,rara,
Q7295057,rasin,Boukan Ginen | Boukman Eksperyans | RAM
Q7309098,regional Mexican,Banda El Recodo | Chalino Sánchez | Jenni Rivera | Los Tigres del Norte | Pedro Infante | Peso Pluma | Selena | Vicente Fernández
Q464129,mariachi,Javier Solís | Jorge Negrete | Lola Beltrán | Mariachi Cobre | Mariachi Vargas de Tecalitlán | Pedro Infante | Vicente Fernández
Q1780056,norteño,Cornelio Reyna | Intocable | Los Alegres de Terán | Los Invasores de Nuevo León | Los Tigres del Norte | Los Tucanes de Tijuana | Ramón Ayala
Q101440473,sierreña,Eslabón Armado | Los Dareyes de la Sierra | Los Plebes del Rancho de Ariel Camacho
Q108665706,corridos tumbados,Fuerza Regida | Gabito Ballesteros | Junior H | Natanael Cano | Peso Pluma
Q727634,ranchera,Antonio Aguilar | Chavela Vargas | Javier Solís | Jorge Negrete | José Alfredo Jiménez | Lola Beltrán | Pedro Infante | Vicente Fernández
Q7560612,son calentano,Juan Reynoso
Q431415,tejano music,Emilio Navaira | Flaco Jiménez | La Mafia | Laura Canales | Little Joe | Lydia Mendoza | Mazz | Selena
Q5612172,grupera,Bronco | Grupo Límite | Los Bukis | Los Caminantes | Los Temerarios | Los Yonic's
Q2812726,banda music,Banda El Recodo | Banda MS | Banda Sinaloense Los Recoditos | Julión Álvarez | La Arrolladora Banda El Limón
Q10932272,technobanda,Banda El Mexicano | Banda Machos | Banda Maguey
Q5747877,canto cardenche,
Q869210,corrido,Antonio Aguilar | Chalino Sánchez | Los Alegres de Terán | Los Tigres del Norte | Los Tucanes de Tijuana
Q221934,narcocorrido,Chalino Sánchez | El Komander | Gerardo Ortiz | Los Tigres del Norte | Los Tucanes de Tijuana | Valentín Elizalde
Q109406736,movimiento alterado,Buknas de Culiacán | El Komander | Los Buitres de Culiacán
Q907799,Duranguense,Alacranes Musical | El Trono de México | Grupo Montez de Durango | Horóscopos de Durango | K-Paz de la Sierra | Patrulla 81
Q3089524,huapango,Los Camperos de Valles | Miguel Aceves Mejía
Q616425,pirekua,
Q7560584,son huasteco,Los Camperos de Valles
Q6132086,son istmeño,
Q1797650,son jarocho,Andrés Huesca | Los Cojolites | Mono Blanco | Son de Madera
Q5643998,trova yucateca,Guty Cárdenas | Ricardo Palmerín
Q2936879,repente,
Q5690818,rock urbano mexicano,Charlie Monttana | El Tri | Heavy Nopal | Liran' Roll
Q21684437,rumba,
Q5753407,carranga,Jorge Velosa | Los Carrangueros de Ráquira
Q7489094,Shanto,
Q4428744,son cubano,Arsenio Rodríguez | Beny Moré | Buena Vista Social Club | Compay Segundo | Septeto Nacional | Sexteto Habanero | Trío Matamoros
Q290869,son montuno,Arsenio Rodríguez | Félix Chappottín
Q6132088,son nica,Camilo Zapata
Q1756680,songo music,Los Van Van
Q100330555,steel band music,Desperadoes Steel Orchestra | Phase II Pan Groove
Q6138491,tamborera,
Q14390274,tango,Aníbal Troilo | Astor Piazzolla | Carlos Gardel | Francisco Canaro | Gotan Project | Juan D'Arienzo | Osvaldo Pugliese | Roberto Goyeneche
Q1632601,nuevo tango,Astor Piazzolla | Pablo Ziegler | Rodolfo Mederos
Q115327281,tropicanibalismo,
Q976802,tumba francesa,
Q108556409,tumbélé,
Q2406900,twoubadou,
Q3554510,vanera,
Q502808,xote,Dominguinhos | Falamansa | Luiz Gonzaga
Q6169362,xuc,Paquito Palaviccini
Q1583807,art music,Arnold Schoenberg | Claude Debussy | Claudio Monteverdi | Igor Stravinsky | Johann Sebastian Bach | Ludwig van Beethoven | Richard Wagner | Wolfgang Amadeus Mozart
Q9730,classical music,Claude Debussy | Frédéric Chopin | Igor Stravinsky | Johann Sebastian Bach | Johannes Brahms | Ludwig van Beethoven | Pyotr Ilyich Tchaikovsky | Wolfgang Amadeus Mozart
Q163775,medieval music,Adam de la Halle | Francesco Landini | Guillaume de Machaut | Hildegard of Bingen | Léonin | Pérotin
Q163491,ars antiqua,Adam de la Halle | Franco of Cologne | Léonin | Petrus de Cruce | Pérotin
Q210854,ars nova,Francesco Landini | Guillaume de Machaut | Jacopo da Bologna | Philippe de Vitry
Q141187502,medieval lyric poetry,Bernart de Ventadorn | Neidhart von Reuental | Walther von der Vogelweide
Q2956246,Mozarabic chant,
Q188285,motet,Giovanni Pierluigi da Palestrina | Guillaume de Machaut | Johann Sebastian Bach | Josquin des Prez | Orlande de Lassus | William Byrd
Q201405,Renaissance music,Giovanni Pierluigi da Palestrina | Guillaume Du Fay | Johannes Ockeghem | Josquin des Prez | Orlande de Lassus | Thomas Tallis | Tomás Luis de Victoria | William Byrd
Q2995521,contenance angloise,Gilles Binchois | Guillaume Du Fay | John Dunstaple | Leonel Power
Q8361,Baroque music,Antonio Vivaldi | Arcangelo Corelli | Claudio Monteverdi | Georg Philipp Telemann | George Frideric Handel | Henry Purcell | Jean-Philippe Rameau | Johann Sebastian Bach
Q174873,cantata,Alessandro Scarlatti | Dieterich Buxtehude | Georg Philipp Telemann | George Frideric Handel | Johann Sebastian Bach
Q1344,opera,Claudio Monteverdi | George Frideric Handel | Giacomo Puccini | Gioachino Rossini | Giuseppe Verdi | Richard Strauss | Richard Wagner | Wolfgang Amadeus Mozart
Q131269,sonata,Arcangelo Corelli | Domenico Scarlatti | Franz Schubert | Johannes Brahms | Joseph Haydn | Ludwig van Beethoven | Sergei Prokofiev | Wolfgang Amadeus Mozart
Q85477,oratorio,Edward Elgar | Felix Mendelssohn | George Frideric Handel | Giacomo Carissimi | Johann Sebastian Bach | Joseph Haydn
Q17723,Classical period,Antonio Salieri | Carl Philipp Emanuel Bach | Christoph Willibald Gluck | Joseph Haydn | Ludwig van Beethoven | Luigi Boccherini | Muzio Clementi | Wolfgang Amadeus Mozart
Q65937946,modern classical music,Arnold Schoenberg | Béla Bartók | Claude Debussy | Dmitri Shostakovich | Igor Stravinsky | John Cage | Olivier Messiaen | Steve Reich
Q613707,expressionist music,Alban Berg | Anton Webern | Arnold Schoenberg
Q2195355,futurism,Francesco Balilla Pratella | Luigi Russolo
Q507246,serialism,Alban Berg | Anton Webern | Arnold Schoenberg | Karlheinz Stockhausen | Luigi Nono | Milton Babbitt | Pierre Boulez
Q3391334,integral serialism,Jean Barraqué | Karel Goeyvaerts | Karlheinz Stockhausen | Luigi Nono | Milton Babbitt | Olivier Messiaen | Pierre Boulez
Q612024,contemporary classical music,Arvo Pärt | György Ligeti | Iannis Xenakis | Kaija Saariaho | Karlheinz Stockhausen | Luciano Berio | Pierre Boulez | Steve Reich
Q1326777,electroacoustic music,Bernard Parmegiani | Edgard Varèse | François Bayle | Iannis Xenakis | Karlheinz Stockhausen | Luciano Berio | Pierre Henry | Pierre Schaeffer
Q823560,musique concrète,Bernard Parmegiani | François Bayle | Luc Ferrari | Michel Chion | Pierre Henry | Pierre Schaeffer
Q423918,acousmatic music,Bernard Parmegiani | Denis Smalley | Francis Dhomont | François Bayle | Robert Normandeau
Q3587612,electroacoustic improvisation,AMM | Otomo Yoshihide | Sachiko M | Taku Sugimoto | Toshimaru Nakamura
Q106594706,cinematic classical,Bernard Herrmann | Erich Wolfgang Korngold | Hans Zimmer | Howard Shore | Jerry Goldsmith | John Williams
Q105697818,neoromantic music,David Del Tredici | George Rochberg | Howard Hanson | John Corigliano
Q3512282,process music,Alvin Lucier | Philip Glass | Steve Reich | Terry Riley
Q572901,minimalist music,John Adams | La Monte Young | Michael Nyman | Philip Glass | Steve Reich | Terry Riley
Q2164565,holy minimalism,Arvo Pärt | Giya Kancheli | Henryk Górecki | John Tavener | Pēteris Vasks
Q98528143,post-minimalism,David Lang | John Adams | Julia Wolfe | Kyle Gann | Louis Andriessen | Michael Gordon | Michael Torke | William Duckworth
Q9089200,totalism,Ben Neill | Kyle Gann | Larry Polansky | Michael Gordon | Mikel Rouse
Q105697765,impressionist music,Charles Tomlinson Griffes | Claude Debussy | Frederick Delius | Lili Boulanger | Maurice Ravel
Q109678435,microtonal classical music,Alois Hába | Ben Johnston | Georg Friedrich Haas | Harry Partch | Ivan Wyschnegradsky | Julián Carrillo
Q106576145,neoclassical music,Albert Roussel | Bohuslav Martinů | Darius Milhaud | Francis Poulenc | Igor Stravinsky | Paul Hindemith | Sergei Prokofiev
Q4993367,indeterminacy,Christian Wolff | Earle Brown | John Cage | Morton Feldman
Q4797274,art song,Benjamin Britten | Franz Schubert | Gabriel Fauré | Gustav Mahler | Hugo Wolf | Johannes Brahms | Richard Strauss | Robert Schumann
Q216860,Lied,Carl Loewe | Franz Schubert | Gustav Mahler | Hugo Wolf | Johannes Brahms | Richard Strauss | Robert Schumann
Q2737175,mélodie,Claude Debussy | Ernest Chausson | Francis Poulenc | Gabriel Fauré | Hector Berlioz | Henri Duparc | Maurice Ravel | Reynaldo Hahn
Q6705418,lute song,John Danyel | John Dowland | Philip Rosseter | Thomas Campion
Q2028627,orchestral song,Alexander Zemlinsky | Gustav Mahler | Hector Berlioz | Richard Strauss
Q140045099,spiritual art song,
Q788460,bagatelle,Anton Webern | Béla Bartók | Ludwig van Beethoven
Q4851628,ballet,Aaron Copland | Adolphe Adam | Aram Khachaturian | Igor Stravinsky | Ludwig Minkus | Léo Delibes | Pyotr Ilyich Tchaikovsky | Sergei Prokofiev
Q122034643,ballet de cour,Jean-Baptiste Lully | Pierre Guédron
Q1123381,comédie-ballet,Jean-Baptiste Lully | Marc-Antoine Charpentier
Q116875252,Baroque suite,François Couperin | George Frideric Handel | Jean-Philippe Rameau | Johann Jakob Froberger | Johann Sebastian Bach
Q207683,canzona,Andrea Gabrieli | Giovanni Gabrieli | Girolamo Frescobaldi
Q876812,capriccio,
Q1063010,character piece,Edvard Grieg | Felix Mendelssohn | Franz Schubert | Frédéric Chopin | Johannes Brahms | Robert Schumann
Q194172,nocturne,Frédéric Chopin | Gabriel Fauré | John Field
Q2976236,classic rag,James Scott | Joseph Lamb | Scott Joplin | Tom Turpin
Q1230604,divertissement,
Q86729224,dobrado,
Q48810672,English Pastoral School,E. J. Moeran | Frederick Delius | George Butterworth | Gerald Finzi | Gustav Holst | Herbert Howells | Ivor Gurney | Ralph Vaughan Williams
Q836571,fantasia,
Q181014,fugue,Dmitri Shostakovich | Johann Sebastian Bach | Ludwig van Beethoven
Q852027,impromptu,Franz Schubert | Frédéric Chopin | Gabriel Fauré
Q193217,madrigal,Carlo Gesualdo | Cipriano de Rore | Claudio Monteverdi | Jacques Arcadelt | John Wilbye | Luca Marenzio | Thomas Morley | Thomas Weelkes
Q109589562,musique concrète instrumentale,Helmut Lachenmann
Q3736603,New Complexity,Brian Ferneyhough | Chris Dench | James Dillon | Michael Finnissy | Richard Barrett
Q202287,overture,
Q781815,passion,Arvo Pärt | Georg Philipp Telemann | Heinrich Schütz | Johann Sebastian Bach | Krzysztof Penderecki
Q11821889,polka,Frankie Yankovic | Jimmy Sturr | Johann Strauss II | Josef Strauss
Q137441035,Chicago polka,Eddie Blazonczyk | Li'l Wally
Q127270988,dechovka,Jaromír Vejvoda | Karel Vacek | Moravanka
Q137767022,Eastern-style polka,Jimmy Sturr
Q116158395,polka criolla,
Q11821942,polonaise,Frédéric Chopin | Michał Kleofas Ogiński
Q65943744,post-classical,A Winged Victory for the Sullen | Dustin O'Halloran | Hauschka | Jóhann Jóhannsson | Ludovico Einaudi | Max Richter | Nils Frahm | Ólafur Arnalds
Q212148,prelude,Alexander Scriabin | Claude Debussy | Frédéric Chopin | Johann Sebastian Bach | Sergei Rachmaninoff
Q746743,ricercar,Andrea Gabrieli | Girolamo Frescobaldi
Q207591,Romantic music,Franz Liszt | Franz Schubert | Frédéric Chopin | Hector Berlioz | Johannes Brahms | Pyotr Ilyich Tchaikovsky | Richard Wagner | Robert Schumann
Q215911,serenade,Antonín Dvořák | Johannes Brahms | Pyotr Ilyich Tchaikovsky | Wolfgang Amadeus Mozart
Q10370216,seresta,Nelson Gonçalves | Orlando Silva | Silvio Caldas
Q615418,sonorism,Henryk Górecki | Kazimierz Serocki | Krzysztof Penderecki | Witold Szalonek
Q1245902,spectral music,Georg Friedrich Haas | Giacinto Scelsi | Gérard Grisey | Horațiu Rădulescu | Hugues Dufourt | Jonathan Harvey | Kaija Saariaho | Tristan Murail
Q2350507,stochastic music,Iannis Xenakis
Q11487510,string quartet,Béla Bartók | Dmitri Shostakovich | Franz Schubert | Joseph Haydn | Kronos Quartet | Ludwig van Beethoven | Wolfgang Amadeus Mozart
Q3328774,symphonic music,Anton Bruckner | Gustav Mahler | Jean Sibelius | Johannes Brahms | Joseph Haydn | Ludwig van Beethoven | Pyotr Ilyich Tchaikovsky | Wolfgang Amadeus Mozart
Q9734,symphony,Anton Bruckner | Dmitri Shostakovich | Gustav Mahler | Jean Sibelius | Johannes Brahms | Joseph Haydn | Ludwig van Beethoven | Wolfgang Amadeus Mozart
Q2142754,choral symphony,Dmitri Shostakovich | Gustav Mahler | Hector Berlioz | Ludwig van Beethoven | Ralph Vaughan Williams
Q1136846,sinfonia concertante,Johann Christian Bach | Joseph Haydn | Wolfgang Amadeus Mozart
Q12845743,symphonic mugham,Fikret Amirov | Niyazi
Q9748,concerto,Antonio Vivaldi | Felix Mendelssohn | Johann Sebastian Bach | Johannes Brahms | Ludwig van Beethoven | Pyotr Ilyich Tchaikovsky | Sergei Rachmaninoff | Wolfgang Amadeus Mozart
Q210216,concerto grosso,Alfred Schnittke | Antonio Vivaldi | Arcangelo Corelli | Francesco Geminiani | George Frideric Handel | Giuseppe Torelli | Johann Sebastian Bach
Q96870628,concerto for orchestra,Béla Bartók | Elliott Carter | Witold Lutosławski | Zoltán Kodály
Q271802,symphonic poem,Bedřich Smetana | Camille Saint-Saëns | Franz Liszt | Jean Sibelius | Ottorino Respighi | Paul Dukas | Richard Strauss
Q214981,theme and variation,Johann Sebastian Bach | Johannes Brahms | Ludwig van Beethoven | Sergei Rachmaninoff
Q632964,tiento,Antonio de Cabezón | Francisco Correa de Arauxo | Juan Cabanilles
Q140544,toccata,Charles-Marie Widor | Claudio Merulo | Dieterich Buxtehude | Girolamo Frescobaldi | Johann Sebastian Bach
Q8701407,waltz,Frédéric Chopin | Johann Strauss I | Johann Strauss II | Joseph Lanner | Pyotr Ilyich Tchaikovsky | Émile Waldteufel
Q108226936,slow waltz,
Q107254577,valsa brasileira,
Q7919873,Venezuelan waltz,Antonio Lauro
Q207841,étude,Alexander Scriabin | Carl Czerny | Claude Debussy | Franz Liszt | Frédéric Chopin | György Ligeti | Sergei Rachmaninoff
Q708228,Korean court music,
Q710673,aak,
Q5215959,dangak,
Q5369664,hyangak,
Q389372,jeongak,
Q846219,gagok,
Q2743,musical play,
Q6027927,industrial musical,
Q7439349,Scrumpy and Western,The Wurzels
Q7397088,Sacred Harp,
Q1937548,minstrel music,Christy's Minstrels | James A. Bland | Stephen Foster | Virginia Minstrels
Q2265295,coon song,Ernest Hogan | May Irwin
Q109719462,vaudeville,Al Jolson | Bert Williams | Eddie Cantor | Fanny Brice | Nora Bayes | Sophie Tucker
Q2332751,avant-garde music,Edgard Varèse | Iannis Xenakis | John Cage | Karlheinz Stockhausen | La Monte Young | Morton Feldman | Pauline Oliveros
Q790188,avant-garde jazz,Albert Ayler | Anthony Braxton | Art Ensemble of Chicago | Cecil Taylor | Eric Dolphy | John Coltrane | Ornette Coleman | Sun Ra
Q211781,free jazz,Albert Ayler | Archie Shepp | Cecil Taylor | Don Cherry | Evan Parker | Ornette Coleman | Peter Brötzmann | Pharoah Sanders
Q98528203,experimental big band,Globe Unity Orchestra | Jazz Composer's Orchestra | London Jazz Composers' Orchestra | Sun Ra
Q3630966,avant-prog,Art Bears | Art Zoyd | Henry Cow | Present | Samla Mammas Manna | Thinking Plague | Univers Zero
Q196999,Zeuhl,Eskaton | Koenjihyakkei | Magma | Ruins | Weidorje | Zao
Q130711589,banga,
Q4371786,beompae,
Q854775,bhajan,Anup Jalota | Anuradha Paudwal | Hari Om Sharan | M. S. Subbulakshmi
Q110230168,British brass band music,Black Dyke Band | Brighouse and Rastrick Band | Cory Band | Grimethorpe Colliery Band
Q111535905,cabaret music,Friedrich Hollaender | Kurt Weill | Lotte Lenya | Marlene Dietrich | Ute Lemper
Q1166158,dark cabaret,Jill Tracy | Katzenjammer Kabarett | Rasputina | The Dresden Dolls | The Tiger Lillies
Q106582953,steampunk music,Abney Park | Professor Elemental | Steam Powered Giraffe | Vernian Process
Q5151495,comedy music,"""Weird Al"" Yankovic | Bonzo Dog Doo-Dah Band | Flanders and Swann | Flight of the Conchords | Spike Jones | Tenacious D | The Lonely Island | Tom Lehrer"
Q107194780,break-in,Dickie Goodman
Q16154635,Kabarett,Claire Waldoff | Friedrich Hollaender | Georg Kreisler
Q11817196,piosenka aktorska,
Q108297215,chazzanut,Gershon Sirota | Leib Glantz | Moshe Koussevitzky | Yossele Rosenblatt | Zawel Kwartin
Q125346598,Ashkenazi cantorial music,Gershon Sirota | Moshe Koussevitzky | Yossele Rosenblatt | Zawel Kwartin
Q8812109,church music,Anton Bruckner | Giovanni Pierluigi da Palestrina | Heinrich Schütz | Herbert Howells | Johann Sebastian Bach | John Rutter | Thomas Tallis | William Byrd
Q4763551,Anglican chant,
Q106810831,Byzantine chant,
Q1339121,contemporary worship music,Bethel Music | Chris Tomlin | Delirious? | Elevation Worship | Hillsong Worship | Matt Redman | Maverick City Music | Michael W. Smith
Q5640052,shout,
Q18324847,Kievan chant,
Q217295,mass,Anton Bruckner | Giovanni Pierluigi da Palestrina | Guillaume de Machaut | Johann Sebastian Bach | Joseph Haydn | Josquin des Prez | Ludwig van Beethoven | Wolfgang Amadeus Mozart
Q6941842,music for the Requiem Mass,Benjamin Britten | Gabriel Fauré | Giuseppe Verdi | Hector Berlioz | Johannes Brahms | Johannes Ockeghem | Maurice Duruflé | Wolfgang Amadeus Mozart
Q2707688,plainsong,
Q4083733,Beneventan chant,
Q26473,Gregorian chant,
Q109523071,Sarum chant,
Q1428162,Ambrosian chant,
Q2956240,Gallican chant,
Q4440575,Old Roman chant,
Q7382074,Russian liturgical music,Alexander Kastalsky | Dmitry Bortniansky | Pavel Chesnokov | Pyotr Ilyich Tchaikovsky | Sergei Rachmaninoff
Q140528502,Valaam chant,
Q965834,Znamenny chant,
Q130391382,chöd,
Q135965645,concertina band,
